PERFIL_NUTRICIONAL; MOTORISTA; CODRACAO; TIPO_RACAO; TRATO; DIAS_CONF; DATA_ENTR; DATA_CONSUMO; LOTE; CURRAL; CAB; LEITURA; MS_DIETA; PREVISTO; REALIZADO; HORA_INICIAL; HORA_FINAL
TT;LUCIO;10479;TERMINAÇÃO;3;99;22/10/2024;28/01/2025;11097;CUR-85;150;1;63,8252;601,25;600;13:30:52;13:31:46
TT;LUCIO;10479;TERMINAÇÃO;4;99;22/10/2024;28/01/2025;11097;CUR-85;150;1;63,8252;575;580;15:23:49;15:24:26
TT;LUCIO;10479;TERMINAÇÃO;1;95;26/10/2024;28/01/2025;11099;CUR-86;150;1;63,8252;665;710;07:59:57;08:00:46
TT;LUCIO;10479;TERMINAÇÃO;2;95;26/10/2024;28/01/2025;11099;CUR-86;150;1;63,8252;665;690;09:07:04;09:07:47
TT;LUCIO;10479;TERMINAÇÃO;3;95;26/10/2024;28/01/2025;11099;CUR-86;150;1;63,8252;665;740;13:31:51;13:33:07
TT;LUCIO;10479;TERMINAÇÃO;4;95;26/10/2024;28/01/2025;11099;CUR-86;150;1;63,8252;520;520;15:24:32;15:25:08
TT;LUCIO;10479;TERMINAÇÃO;1;96;25/10/2024;28/01/2025;11100;CUR-87;160;1;63,8252;718,75;710;08:00:50;08:02:14
TT;LUCIO;10479;TERMINAÇÃO;2;96;25/10/2024;28/01/2025;11100;CUR-87;160;1;63,8252;718,75;720;09:07:53;09:08:41
TT;LUCIO;10479;TERMINAÇÃO;3;96;25/10/2024;28/01/2025;11100;CUR-87;160;1;63,8252;718,75;700;13:33:07;13:34:17
TT;LUCIO;10479;TERMINAÇÃO;4;96;25/10/2024;28/01/2025;11100;CUR-87;160;1;63,8252;745;730;15:25:19;15:25:57
TT;LUCIO;10479;TERMINAÇÃO;1;93;28/10/2024;28/01/2025;11101;CUR-88;105;1;63,8252;452,5;540;08:02:18;08:03:17
TT;LUCIO;10479;TERMINAÇÃO;2;93;28/10/2024;28/01/2025;11101;CUR-88;105;1;63,8252;452,5;510;09:08:51;09:09:25
TT;LUCIO;10479;TERMINAÇÃO;3;93;28/10/2024;28/01/2025;11101;CUR-88;105;1;63,8252;452,5;500;13:34:22;13:34:57
TT;LUCIO;10479;TERMINAÇÃO;4;93;28/10/2024;28/01/2025;11101;CUR-88;105;1;63,8252;260;270;15:26:05;15:26:36
TT;LUCIO;10479;TERMINAÇÃO;1;93;28/10/2024;28/01/2025;11102;CUR-89;152;1;63,8252;666,25;690;08:05:14;08:05:49
TT;LUCIO;10479;TERMINAÇÃO;2;93;28/10/2024;28/01/2025;11102;CUR-89;152;1;63,8252;666,25;690;09:09:52;09:10:27
TT;LUCIO;10479;TERMINAÇÃO;3;93;28/10/2024;28/01/2025;11102;CUR-89;152;1;63,8252;666,25;670;13:35:00;13:35:41
TT;LUCIO;10479;TERMINAÇÃO;4;93;28/10/2024;28/01/2025;11102;CUR-89;152;1;63,8252;615;620;15:26:45;15:27:42
TT;GUILHERME;10479;TERMINAÇÃO;1;73;17/11/2024;28/01/2025;11134;CUR-9;159;1;63,8252;730;740;07:37:16;07:37:30
TT;GUILHERME;10479;TERMINAÇÃO;2;73;17/11/2024;28/01/2025;11134;CUR-9;159;1;63,8252;730;760;10:25:43;10:26:03
TT;GUILHERME;10479;TERMINAÇÃO;3;73;17/11/2024;28/01/2025;11134;CUR-9;159;1;63,8252;730;800;13:19:15;13:19:34
TT;GUILHERME;10479;TERMINAÇÃO;4;73;17/11/2024;28/01/2025;11134;CUR-9;159;1;63,8252;620;640;16:10:32;16:10:53
TT;LUCIO;10479;TERMINAÇÃO;1;88;02/11/2024;28/01/2025;11105;CUR-90;150;1;63,8252;645;640;08:05:54;08:06:21
TT;LUCIO;10479;TERMINAÇÃO;2;88;02/11/2024;28/01/2025;11105;CUR-90;150;1;63,8252;645;650;09:10:31;09:11:36
TT;LUCIO;10479;TERMINAÇÃO;3;88;02/11/2024;28/01/2025;11105;CUR-90;150;1;63,8252;645;660;13:35:56;13:36:26
TT;LUCIO;10479;TERMINAÇÃO;4;88;02/11/2024;28/01/2025;11105;CUR-90;150;1;63,8252;630;640;15:29:02;15:29:47
TT;LUCIO;10479;TERMINAÇÃO;1;89;01/11/2024;28/01/2025;11110;CUR-91;148;1;63,8252;665;690;09:12:00;09:12:13
TT;LUCIO;10479;TERMINAÇÃO;2;89;01/11/2024;28/01/2025;11110;CUR-91;148;1;63,8252;665;660;09:12:38;09:13:15
TT;LUCIO;10479;TERMINAÇÃO;3;89;01/11/2024;28/01/2025;11110;CUR-91;148;1;63,8252;665;640;13:36:29;13:37:18
TT;LUCIO;10479;TERMINAÇÃO;4;89;01/11/2024;28/01/2025;11110;CUR-91;148;1;63,8252;670;680;15:29:55;15:30:32
TT;LUCIO;10479;TERMINAÇÃO;1;90;31/10/2024;28/01/2025;11104;CUR-92;160;1;63,8252;697,5;690;09:13:38;09:14:02
TT;LUCIO;10479;TERMINAÇÃO;2;90;31/10/2024;28/01/2025;11104;CUR-92;160;1;63,8252;697,5;700;09:14:22;09:15:33
TT;LUCIO;10479;TERMINAÇÃO;3;90;31/10/2024;28/01/2025;11104;CUR-92;160;1;63,8252;697,5;710;14:13:26;14:14:00
TT;LUCIO;10479;TERMINAÇÃO;4;90;31/10/2024;28/01/2025;11104;CUR-92;160;1;63,8252;690;700;15:02:26;15:04:30
TT;LUCIO;10479;TERMINAÇÃO;1;88;02/11/2024;28/01/2025;11106;CUR-93;150;1;63,8252;542,5;600;08:30:06;08:30:50
TT;LUCIO;10479;TERMINAÇÃO;2;88;02/11/2024;28/01/2025;11106;CUR-93;150;1;63,8252;542,5;610;10:06:01;10:06:57
TT;LUCIO;10479;TERMINAÇÃO;3;88;02/11/2024;28/01/2025;11106;CUR-93;150;1;63,8252;542,5;580;14:05:14;14:06:44
TT;LUCIO;10479;TERMINAÇÃO;4;88;02/11/2024;28/01/2025;11106;CUR-93;150;1;63,8252;380;370;14:53:45;14:54:53
TT;LUCIO;10479;TERMINAÇÃO;1;83;07/11/2024;28/01/2025;11116;CUR-94;154;1;63,8252;667,5;670;08:31:08;08:31:48
TT;LUCIO;10479;TERMINAÇÃO;2;83;07/11/2024;28/01/2025;11116;CUR-94;154;1;63,8252;667,5;680;10:06:58;10:07:26
TT;LUCIO;10479;TERMINAÇÃO;3;83;07/11/2024;28/01/2025;11116;CUR-94;154;1;63,8252;667,5;700;14:06:51;14:07:24
TT;LUCIO;10479;TERMINAÇÃO;4;83;07/11/2024;28/01/2025;11116;CUR-94;154;1;63,8252;620;640;14:54:59;14:55:32
TT;LUCIO;10479;TERMINAÇÃO;1;89;01/11/2024;28/01/2025;11112;CUR-95;140;1;63,8252;630;640;08:31:52;08:32:17
TT;LUCIO;10479;TERMINAÇÃO;2;89;01/11/2024;28/01/2025;11112;CUR-95;140;1;63,8252;630;620;10:07:29;10:09:14
TT;LUCIO;10479;TERMINAÇÃO;3;89;01/11/2024;28/01/2025;11112;CUR-95;140;1;63,8252;630;650;14:07:30;14:08:21
TT;LUCIO;10479;TERMINAÇÃO;4;89;01/11/2024;28/01/2025;11112;CUR-95;140;1;63,8252;610;600;14:55:37;14:56:05
TT;LUCIO;10479;TERMINAÇÃO;1;86;04/11/2024;28/01/2025;11115;CUR-96;150;1;63,8252;660;660;08:32:22;08:33:06
TT;LUCIO;10479;TERMINAÇÃO;2;86;04/11/2024;28/01/2025;11115;CUR-96;150;1;63,8252;660;650;10:09:19;10:09:51
TT;LUCIO;10479;TERMINAÇÃO;3;86;04/11/2024;28/01/2025;11115;CUR-96;150;1;63,8252;660;670;14:08:26;14:08:58
TT;LUCIO;10479;TERMINAÇÃO;4;86;04/11/2024;28/01/2025;11115;CUR-96;150;1;63,8252;660;670;14:56:09;14:56:45
TT;LUCIO;10479;TERMINAÇÃO;1;89;01/11/2024;28/01/2025;11109;CUR-97;146;1;63,8252;666,25;650;08:33:10;08:34:15
TT;LUCIO;10479;TERMINAÇÃO;2;89;01/11/2024;28/01/2025;11109;CUR-97;146;1;63,8252;666,25;650;10:09:51;10:10:30
TT;LUCIO;10479;TERMINAÇÃO;3;89;01/11/2024;28/01/2025;11109;CUR-97;146;1;63,8252;666,25;720;14:09:02;14:09:36
TT;LUCIO;10479;TERMINAÇÃO;4;89;01/11/2024;28/01/2025;11109;CUR-97;146;1;63,8252;645;620;14:56:49;14:57:19
TT;LUCIO;10479;TERMINAÇÃO;1;91;30/10/2024;28/01/2025;11103;CUR-98;137;1;63,8252;583,75;600;08:34:18;08:35:08
TT;LUCIO;10479;TERMINAÇÃO;2;91;30/10/2024;28/01/2025;11103;CUR-98;137;1;63,8252;583,75;590;10:10:30;10:10:54
TT;LUCIO;10479;TERMINAÇÃO;3;91;30/10/2024;28/01/2025;11103;CUR-98;137;1;63,8252;583,75;590;14:09:36;14:10:18
TT;LUCIO;10479;TERMINAÇÃO;4;91;30/10/2024;28/01/2025;11103;CUR-98;137;1;63,8252;555;550;14:57:24;14:58:01
TT;LUCIO;10479;TERMINAÇÃO;1;90;31/10/2024;28/01/2025;11108;CUR-99;145;1;63,8252;670;670;08:35:13;08:35:55
TT;LUCIO;10479;TERMINAÇÃO;2;90;31/10/2024;28/01/2025;11108;CUR-99;145;1;63,8252;670;680;10:10:58;10:11:51
TT;LUCIO;10479;TERMINAÇÃO;3;90;31/10/2024;28/01/2025;11108;CUR-99;145;1;63,8252;670;680;14:10:21;14:10:48
TT;LUCIO;10479;TERMINAÇÃO;4;90;31/10/2024;28/01/2025;11108;CUR-99;145;1;63,8252;650;650;14:58:09;14:58:44
A;LUCIO;10477;ADAPTAÇÃO;1;3;26/01/2025;28/01/2025;11206;ENF-12;30;1;53,9673;62,5;130;07:19:23;07:20:22
A;LUCIO;10477;ADAPTAÇÃO;4;3;26/01/2025;28/01/2025;11206;ENF-12;30;1;53,9673;118;120;12:09:15;12:10:07
A;LUCIO;10477;ADAPTAÇÃO;2;3;26/01/2025;28/01/2025;11206;ENF-12;30;1;53,9673;62,5;1;15:54:00;15:54:00
A;LUCIO;10477;ADAPTAÇÃO;3;3;26/01/2025;28/01/2025;11206;ENF-12;30;1;53,9673;62,5;1;15:54:00;15:54:00
