dbo,GA_AGD_MODELO,DUR_NOVO_KM,numeric,NULL,YES
dbo,GA_AGD_MODELO,DUR_NOVO_H,numeric,NULL,YES
dbo,GA_AGD_MODELO,DUR_NOVO_DIA,numeric,NULL,YES
dbo,GA_AGD_MODELO,DUR_USADO_KM,numeric,NULL,YES
dbo,GA_AGD_MODELO,DUR_USADO_H,numeric,NULL,YES
dbo,GA_AGD_MODELO,DUR_USADO_DIA,numeric,NULL,YES
dbo,GA_AGD_MODELO_CARAC,COD_MODELO_MATROD,numeric,NULL,NO
dbo,GA_AGD_MODELO_CARAC,COD_CARAC,numeric,NULL,NO
dbo,GA_AGD_MODELO_CARAC,ROWID,uniqueidentifier,NULL,YES
dbo,GA_AGD_MODELO_COMPONENTE,COD_MODELO,numeric,NULL,YES
dbo,GA_AGD_MODELO_COMPONENTE,COD_CLASSE_AGREG,numeric,NULL,YES
dbo,GA_AGD_MODELO_COMPONENTE,ID_COMPONENTE,numeric,NULL,YES
dbo,GA_AGD_MODELO_COMPONENTE,MED_NOMINAL,numeric,NULL,YES
dbo,GA_AGD_MODELO_COMPONENTE,MED_MININA,numeric,NULL,YES
dbo,GA_AGD_MODELO_COMPONENTE,IND_STATUS,numeric,NULL,YES
dbo,GA_AGD_MODELO_MAT_ROD,COD_MODELO_MATROD,numeric,NULL,NO
dbo,GA_AGD_MODELO_MAT_ROD,DSC_MODELO_MATROD,varchar,40,YES
dbo,GA_AGD_MODELO_MAT_ROD,ABV_MODELO_MATROD,varchar,20,YES
dbo,GA_AGD_MODELO_MAT_ROD,COD_CLASSE_AGREG,numeric,NULL,YES
dbo,GA_AGD_MODELO_MAT_ROD,ID_FABRIC,numeric,NULL,YES
dbo,GA_AGD_MODELO_MAT_ROD,DUR_NOVO_KM,numeric,NULL,YES
dbo,GA_AGD_MODELO_MAT_ROD,DUR_NOVO_H,numeric,NULL,YES
dbo,GA_AGD_MODELO_MAT_ROD,DUR_NOVO_DIA,numeric,NULL,YES
dbo,GA_AGD_MODELO_MAT_ROD,DUR_USADO_KM,numeric,NULL,YES
dbo,GA_AGD_MODELO_MAT_ROD,DUR_USADO_H,numeric,NULL,YES
dbo,GA_AGD_MODELO_MAT_ROD,DUR_USADO_DIA,numeric,NULL,YES
dbo,GA_AGD_MODELO_MAT_ROD,ROWID,uniqueidentifier,NULL,YES
dbo,GA_AGD_MODELO_VARIAVEL,ID_VARIAVEL,numeric,NULL,NO
dbo,GA_AGD_MODELO_VARIAVEL,COD_MODELO,numeric,NULL,NO
dbo,GA_AGD_MODELO_VARIAVEL,COD_CLASSE_AGREG,numeric,NULL,NO
dbo,GA_AGD_MODELO_VARIAVEL,ROWID,uniqueidentifier,NULL,YES
dbo,GA_AGD_MOT_ELIMINACAO,COD_MOT_ELIM,numeric,NULL,NO
dbo,GA_AGD_MOT_ELIMINACAO,DSC_MOT_ELIM,varchar,50,NO
dbo,GA_AGD_MOT_ELIMINACAO,ABV_MOT_ELIM,varchar,15,NO
dbo,GA_AGD_MOT_ELIMINACAO,ROWID,uniqueidentifier,NULL,YES
